#{"t_start": 1521428186.542729, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,21,18047.307005
0.0,21,18048.409206
0.0,23,18049.522014
0.0,23,18050.618178
0.0,23,18051.676989
0.0,23,18052.751116
0.0,23,18053.85184
0.0,23,18054.879792
0.0,21,18055.787796
2.0,98,18060.549198
0.0,23,18061.649825
0.0,23,18062.709699
0.0,23,18063.687364
2.0,122,18069.754598
0.0,23,18070.91693
0.0,23,18072.014606
1.0,69,18075.450612
0.0,21,18076.389255
2.0,82,18080.639352
2.0,98,18085.274411
1.0,71,18088.779035
4.0,189,18097.919144
0.0,23,18098.965714
0.0,23,18100.177859
0.0,23,18101.135857
0.0,23,18102.158956
0.0,21,18103.276565
0.0,23,18104.524499
0.0,23,18105.71058
0.0,23,18106.855576
0.0,23,18108.007217
0.0,23,18109.141291
0.0,23,18110.159839
0.0,21,18111.210714
0.0,23,18112.204083
0.0,23,18113.319334
0.0,21,18114.29612
0.0,23,18115.383005
1.0,49,18117.7512
0.0,23,18118.899828
0.0,23,18120.055855
0.0,23,18121.094359
0.0,23,18122.221937
0.0,23,18123.397325
0.0,23,18124.557152
0.0,23,18125.609637
0.0,23,18126.701889
1.0,72,18130.203026
1.0,51,18132.720549
1.0,51,18135.190436
0.0,23,18136.347379
1.0,72,18140.031732
0.0,23,18141.251475
0.0,21,18142.307145
0.0,23,18143.471747
0.0,23,18144.646493
0.0,23,18145.775461
0.0,23,18146.985871
0.0,23,18148.084917
0.0,23,18149.268796
0.0,21,18150.233512
0.0,23,18151.428558
0.0,21,18152.444698
0.0,23,18153.349711
0.0,23,18154.526431
0.0,21,18155.627318
1.0,51,18158.142476
0.0,21,18159.171962
2.0,99,18163.995389
1.0,69,18167.524262
0.0,23,18168.701134
0.0,23,18169.788229
0.0,21,18170.836507
0.0,23,18171.977055
0.0,23,18173.144383
0.0,23,18174.322599
2.0,120,18180.497433
0.0,23,18181.518363
0.0,23,18182.763004
0.0,23,18183.84691
0.0,21,18184.8724
0.0,21,18185.96867
0.0,23,18187.277851
1.0,51,18189.778878
2.0,98,18194.654689
1.0,71,18198.176151
0.0,23,18199.273054
0.0,23,18200.451707
0.0,21,18201.471054
0.0,23,18202.754053
0.0,23,18203.820775
0.0,23,18204.950122
0.0,23,18206.194634
0.0,21,18207.279386
0.0,23,18208.368529
1.0,51,18210.947538
0.0,23,18212.072437
1.0,49,18214.792092
0.0,23,18215.832354
0.0,23,18216.88825
0.0,23,18217.963292
0.0,23,18219.039541
0.0,23,18220.095691
0.0,23,18221.231395
1.0,51,18223.622426
0.0,23,18224.875335
0.0,23,18226.029403
0.0,23,18227.155634
0.0,23,18228.283035
0.0,23,18229.431669
1.0,51,18232.101231
0.0,23,18233.441806
0.0,23,18234.426336
0.0,23,18235.534207
0.0,23,18236.729131
1.0,69,18239.814749
0.0,21,18240.736817
1.0,72,18243.90147
1.0,76,18247.691051
0.0,23,18248.915667
0.0,23,18249.936645
1.0,69,18253.58778
0.0,23,18254.616808
1.0,70,18258.042657
0.0,23,18259.209781
1.0,69,18262.540232
1.0,72,18265.788859
0.0,21,18266.847681
1.0,71,18270.623967
0.0,23,18271.77457
0.0,21,18272.786112
0.0,23,18274.007766
0.0,23,18275.208434
0.0,23,18276.380397
0.0,23,18277.633934
0.0,23,18278.697822
0.0,23,18279.858622
1.0,69,18283.039989
0.0,21,18283.937814
0.0,23,18284.945961
1.0,70,18288.518605
0.0,23,18289.778479
0.0,23,18290.912375
0.0,21,18292.058139
0.0,23,18293.243065
0.0,21,18294.229973
0.0,23,18295.191265
0.0,23,18296.426558
0.0,23,18297.636425
0.0,23,18298.827334
0.0,23,18299.938437
0.0,23,18301.156829
0.0,23,18302.184474
0.0,23,18303.406315
2.0,121,18309.018052
2.0,98,18313.661611
0.0,21,18314.807649
0.0,21,18315.934481
1.0,72,18319.697277
0.0,23,18320.813128
1.0,67,18324.198021
0.0,23,18325.143142
0.0,23,18326.234655
0.0,21,18327.251708
2.0,98,18331.838431
1.0,71,18335.331627
1.0,72,18338.934316
1.0,74,18342.681977
0.0,23,18343.781037
0.0,23,18344.750141
1.0,51,18347.180527
0.0,23,18348.26799
0.0,23,18349.311768
0.0,23,18350.370551
0.0,23,18351.391424
1.0,69,18354.909088
1.0,72,18358.506355
0.0,23,18359.698838
0.0,23,18360.827668
0.0,23,18361.812642
0.0,23,18363.003347
0.0,23,18364.158741
0.0,23,18365.284889
0.0,23,18366.138752
0.0,23,18367.326599
0.0,23,18368.523918
0.0,21,18369.609361
0.0,23,18370.779943
0.0,23,18372.016044
0.0,23,18373.12906
0.0,23,18374.349456
0.0,23,18375.534176
2.0,98,18380.657619
1.0,71,18384.133337
1.0,69,18387.413856
0.0,21,18388.439848
0.0,23,18389.519681
0.0,23,18390.628339
0.0,23,18391.862194
1.0,51,18394.60611
0.0,23,18395.649646
0.0,23,18396.813504
0.0,23,18397.994034
2.0,96,18402.815303
0.0,23,18403.921044
0.0,21,18404.959203
0.0,23,18406.009997
0.0,23,18407.247862
0.0,23,18408.333264
0.0,23,18409.460086
0.0,23,18410.662768
0.0,23,18411.755588
1.0,49,18414.103785
0.0,23,18415.218303
1.0,53,18417.852858
0.0,23,18419.06839
0.0,21,18420.215847
0.0,23,18421.44057
0.0,21,18422.562593
0.0,23,18423.793848
0.0,23,18425.092021
0.0,23,18426.315439
0.0,23,18427.517322
0.0,21,18428.482014
0.0,23,18429.724889
2.0,98,18434.652516
1.0,71,18438.158967
0.0,23,18439.278454
1.0,72,18442.842675
1.0,70,18446.246217
2.0,98,18451.131959
0.0,23,18452.340072
0.0,23,18453.535553
0.0,23,18454.768382
0.0,23,18456.045686
0.0,21,18457.190587
0.0,21,18458.211698
2.0,98,18463.225981
0.0,21,18464.271682
0.0,23,18465.35648
0.0,23,18466.501727
0.0,23,18467.715789
2.0,101,18472.719143
0.0,23,18473.895292
0.0,23,18475.096856
0.0,23,18476.243362
0.0,23,18477.415982
0.0,23,18478.459254
0.0,23,18479.626591
0.0,23,18480.825227
0.0,23,18482.053499
0.0,23,18483.23369
2.0,96,18488.366081
0.0,23,18489.454268
1.0,69,18492.790857
0.0,23,18494.005141
2.0,98,18499.099459
0.0,23,18500.346788
0.0,23,18501.493128
0.0,23,18502.614125
0.0,23,18503.722404
0.0,23,18504.901582
0.0,23,18506.121449
0.0,21,18507.216862
0.0,23,18508.407359
0.0,23,18509.518965
0.0,23,18510.548529
1.0,69,18514.224368
0.0,23,18515.475665
0.0,23,18516.501865
0.0,23,18517.736881
0.0,23,18519.032589
0.0,23,18520.277021
1.0,51,18522.844296
0.0,23,18524.004547
0.0,23,18525.00769
1.0,69,18528.687167
0.0,23,18529.807547
0.0,23,18531.03984
0.0,23,18532.207474
1.0,51,18534.943051
0.0,23,18536.056285
0.0,23,18537.317494
0.0,23,18538.536614
0.0,23,18539.745817
0.0,23,18540.936018
0.0,23,18542.123628
0.0,23,18543.234217
0.0,23,18544.362511
0.0,23,18545.571948
0.0,23,18546.654946
1.0,51,18549.247776
0.0,21,18550.386995
2.0,100,18555.369568
0.0,23,18556.461224
0.0,23,18557.670421
0.0,21,18558.634223
0.0,23,18559.846567
0.0,23,18560.99363
0.0,23,18562.050884
0.0,23,18563.337847
0.0,23,18564.538363
0.0,21,18565.621292
0.0,23,18566.679832
0.0,23,18567.774246
0.0,23,18568.923273
1.0,51,18571.52777
0.0,23,18572.718945
0.0,21,18573.761665
0.0,23,18574.655779
0.0,21,18575.769483
0.0,23,18576.855813
0.0,21,18577.97816
0.0,23,18579.117081
1.0,69,18582.829437
1.0,50,18585.37219
1.0,72,18588.776911
1.0,76,18592.480274
0.0,21,18593.559952
0.0,23,18594.738188
0.0,23,18595.868903
0.0,23,18596.919808
0.0,23,18598.155443
0.0,23,18599.342659
0.0,23,18600.658631
2.0,98,18605.643079
0.0,21,18606.729606
1.0,71,18610.569732
1.0,50,18613.008523
1.0,69,18616.446986
1.0,72,18620.28178
1.0,71,18623.992344
0.0,23,18625.093624
0.0,21,18626.234194
0.0,23,18627.399379
1.0,69,18631.14476
0.0,23,18632.248461
0.0,23,18633.471236
1.0,72,18637.066365
0.0,23,18638.171318
0.0,23,18639.344038
0.0,23,18640.377435
1.0,72,18644.189011
0.0,23,18645.412139
0.0,23,18646.652689
0.0,21,18647.671306
0.0,23,18648.901421
0.0,21,18649.985021
0.0,21,18651.100684
0.0,23,18652.225422
0.0,23,18653.455604
0.0,21,18654.496287
1.0,71,18658.20075
0.0,23,18659.398097
0.0,23,18660.607498
0.0,23,18661.781673
0.0,21,18662.939197
0.0,23,18664.156455
0.0,23,18665.2171
0.0,23,18666.373101
0.0,23,18667.521414
0.0,23,18668.654181
0.0,23,18669.756928
0.0,23,18671.002117
0.0,23,18672.197673
2.0,98,18677.272156
2.0,120,18683.307593
1.0,72,18686.998215
0.0,21,18687.971823
0.0,23,18689.230817
0.0,21,18690.152382
1.0,71,18693.859057
0.0,23,18695.024255
0.0,23,18696.171808
0.0,23,18697.364902
0.0,23,18698.484169
0.0,23,18699.603546
2.0,96,18704.442069
0.0,23,18705.640498
0.0,23,18706.871128
1.0,72,18710.690324
0.0,23,18711.929383
0.0,23,18713.117532
0.0,23,18714.125216
2.0,98,18719.231106
1.0,71,18723.080703
2.0,101,18728.500995
0.0,21,18729.60479
1.0,72,18733.179206
0.0,23,18734.393364
0.0,23,18735.604076
0.0,23,18736.852086
0.0,21,18737.957102
0.0,23,18739.119461
0.0,23,18740.283443
0.0,23,18741.405274
0.0,23,18742.561464
0.0,21,18743.688631
0.0,23,18744.863724
0.0,23,18746.024878
0.0,23,18747.076049
0.0,23,18748.144758
0.0,23,18749.353174
2.0,98,18754.238134
2.0,119,18760.602495
0.0,21,18761.789775
0.0,23,18763.037425
0.0,21,18764.003983
1.0,72,18767.62515
0.0,23,18768.869551
0.0,23,18770.092117
2.0,96,18775.02708
0.0,23,18776.209079
0.0,23,18777.378272
0.0,23,18778.580633
1.0,49,18781.075826
0.0,23,18782.248462
0.0,23,18783.596994
0.0,23,18784.69333
0.0,23,18785.864494
0.0,23,18787.043167
0.0,23,18788.318258
0.0,23,18789.505399
0.0,21,18790.566483
0.0,23,18791.679378
0.0,23,18792.83266
0.0,23,18794.018401
0.0,21,18795.050805
0.0,23,18796.233245
0.0,23,18797.460147
0.0,21,18798.468444
0.0,23,18799.603033
0.0,23,18800.824938
0.0,21,18801.891657
0.0,23,18803.104321
0.0,21,18804.268674
0.0,21,18805.218756
0.0,23,18806.438001
0.0,23,18807.453792
0.0,23,18808.583734
2.0,96,18813.694462
0.0,23,18814.818615
0.0,23,18816.078887
0.0,23,18817.289845
0.0,23,18818.458263
2.0,98,18823.361393
1.0,71,18827.061573
0.0,21,18828.167773
0.0,23,18829.335483
1.0,51,18831.985155
0.0,21,18832.979634
1.0,69,18836.648498
0.0,21,18837.834731
1.0,72,18841.425475
0.0,23,18842.71522
0.0,23,18843.865949
0.0,23,18844.961484
0.0,21,18845.977299
0.0,23,18847.15027
0.0,23,18848.303206
0.0,23,18849.539706
2.0,96,18854.551338
0.0,23,18855.682818
1.0,69,18859.263305
0.0,23,18860.420916
0.0,21,18861.370472
0.0,23,18862.581747
0.0,23,18863.850494
0.0,21,18865.008705
0.0,23,18866.266997
0.0,23,18867.333435
0.0,21,18868.362749
2.0,96,18873.226051
0.0,21,18874.233955
0.0,23,18875.414293
0.0,21,18876.54221
0.0,21,18877.661783
0.0,23,18878.837981
0.0,23,18879.984415
0.0,23,18881.199629
0.0,21,18882.297988
0.0,23,18883.459769
0.0,23,18884.694995
0.0,23,18885.832337
0.0,23,18887.009087
0.0,23,18888.157391
0.0,21,18889.275083
0.0,23,18890.360448
0.0,23,18891.586304
0.0,23,18892.73854
0.0,21,18893.84905
0.0,23,18894.930678
0.0,21,18896.061557
0.0,23,18897.274747
1.0,51,18899.751437
0.0,23,18900.846446
0.0,23,18902.08982
0.0,21,18903.136011
0.0,23,18904.370072
0.0,23,18905.614652
0.0,23,18906.874589
1.0,49,18909.196051
0.0,23,18910.249542
0.0,23,18911.43054
1.0,70,18914.87956
0.0,23,18916.064364
0.0,23,18917.325037
1.0,72,18921.155623
0.0,23,18922.330736
0.0,23,18923.502093
0.0,23,18924.449935
0.0,23,18925.483041
1.0,71,18929.116189
0.0,23,18930.34991
2.0,98,18935.524729
1.0,71,18939.023932
4.0,170,18947.540149
0.0,23,18948.747838
0.0,23,18950.034541
0.0,23,18951.275584
0.0,21,18952.255802
1.0,69,18955.657434
0.0,21,18956.728522
2.0,98,18961.65001
0.0,23,18962.777325
0.0,21,18963.854429
0.0,23,18964.994252
0.0,23,18966.217587
0.0,23,18967.471462
0.0,23,18968.571556
0.0,23,18969.800255
2.0,100,18975.066054
0.0,23,18976.247775
0.0,23,18977.256344
0.0,23,18978.495707
0.0,23,18979.690169
0.0,23,18980.88234
0.0,23,18981.98079
0.0,23,18983.128705
0.0,23,18984.23988
0.0,23,18985.521789
1.0,67,18989.029217
0.0,23,18990.21354
1.0,71,18993.824836
2.0,98,18998.979737
1.0,71,19002.423657
2.0,122,19008.729774
0.0,21,19009.821026
0.0,21,19010.928689
2.0,98,19015.979485
2.0,121,19022.23867
1.0,75,19026.15357
0.0,21,19027.283017
0.0,23,19028.40353
2.0,98,19033.516007
1.0,71,19037.153623
1.0,72,19040.869083
0.0,21,19041.952899
1.0,74,19045.812805
0.0,23,19047.016966
0.0,21,19048.179934
0.0,21,19049.311017
0.0,23,19050.510497
0.0,23,19051.677244
0.0,23,19052.870498
0.0,21,19054.01938
0.0,23,19055.366671
0.0,23,19056.425453
0.0,23,19057.502694
0.0,23,19058.663036
0.0,23,19059.917191
0.0,23,19061.094013
0.0,23,19062.243338
0.0,23,19063.4561
0.0,23,19064.678924
2.0,96,19069.81106
0.0,21,19070.891356
0.0,23,19071.965404
1.0,69,19075.587369
0.0,23,19076.692467
0.0,23,19077.806145
0.0,23,19079.121142
0.0,23,19080.397116
0.0,23,19081.585123
2.0,98,19086.908903
0.0,21,19087.90811
1.0,71,19091.695658
0.0,23,19092.866448
1.0,71,19096.59271
0.0,23,19097.748256
0.0,21,19098.857965
0.0,23,19100.121244
0.0,23,19101.266645
2.0,96,19106.541738
2.0,98,19111.619251
0.0,21,19112.635806
1.0,71,19116.330363
1.0,72,19120.223882
2.0,102,19125.688852
2.0,98,19130.876933
1.0,71,19134.630597
2.0,103,19140.112894
1.0,72,19143.931931
1.0,50,19146.53041
0.0,23,19147.669225
0.0,23,19148.893053
0.0,23,19150.151741
1.0,49,19152.803395
0.0,23,19154.049323
0.0,23,19155.294679
1.0,51,19157.890523
0.0,23,19159.010209
0.0,23,19160.229625
0.0,23,19161.344522
0.0,23,19162.449678
0.0,23,19163.557968
0.0,23,19164.704832
0.0,23,19165.921826
0.0,23,19167.113775
1.0,69,19170.531074
1.0,72,19174.391027
1.0,71,19178.296672
2.0,119,19184.401157
0.0,21,19185.585071
0.0,23,19186.782222
0.0,23,19188.050684
1.0,49,19190.550694
0.0,23,19191.77933
0.0,21,19192.824137
0.0,23,19193.872119
1.0,69,19197.544369
0.0,23,19198.748079
0.0,23,19200.033552
0.0,23,19201.181573
0.0,23,19202.36092
0.0,23,19203.466548
2.0,96,19208.219752
0.0,23,19209.478117
0.0,23,19210.631218
0.0,23,19211.969817
0.0,23,19213.27802
0.0,23,19214.544877
0.0,23,19215.754734
1.0,67,19219.17901
0.0,23,19220.41933
0.0,23,19221.611732
0.0,23,19222.863449
0.0,23,19224.129173
0.0,23,19225.340881
0.0,23,19226.55412
0.0,21,19227.471975
0.0,23,19228.651183
0.0,21,19229.726471
0.0,23,19230.896568
0.0,23,19232.109624
0.0,21,19233.139761
0.0,23,19234.345662
0.0,21,19235.44229
0.0,23,19236.649261
2.0,98,19241.66892
1.0,71,19245.377127
0.0,21,19246.403918
0.0,23,19247.563272
0.0,23,19248.832994
0.0,23,19250.016798
0.0,23,19251.322109
0.0,23,19252.409429
0.0,23,19253.55756
0.0,23,19254.685439
0.0,23,19255.885906
0.0,23,19257.120545
0.0,21,19258.151645
1.0,51,19260.837977
0.0,23,19262.090434
0.0,23,19263.22427
0.0,23,19264.448051
0.0,23,19265.665179
0.0,23,19266.869429
2.0,98,19272.156764
0.0,23,19273.342255
0.0,21,19274.449123
1.0,51,19276.923099
0.0,23,19278.066616
0.0,23,19279.31956
0.0,23,19280.495494
0.0,21,19281.552844
0.0,21,19282.626462
0.0,21,19283.757725
0.0,23,19284.980989
2.0,98,19290.074078
1.0,71,19293.829586
0.0,21,19294.786409
1.0,72,19298.817346
1.0,74,19302.700558
0.0,23,19303.853031
1.0,51,19306.553409
0.0,23,19307.766183
0.0,23,19308.848511
0.0,23,19309.958206
0.0,23,19311.071889
0.0,23,19312.195035
0.0,23,19313.365556
0.0,23,19314.585113
0.0,21,19315.77201
0.0,23,19317.036791
0.0,23,19318.311632
1.0,67,19321.955401
0.0,23,19323.074261
0.0,23,19324.136497
0.0,23,19325.306448
1.0,51,19327.965811
0.0,23,19329.056491
2.0,100,19334.408428
0.0,23,19335.673606
1.0,51,19338.331237
0.0,21,19339.431315
1.0,52,19342.307292
0.0,23,19343.442429
1.0,49,19346.091241
1.0,70,19349.787177
0.0,23,19351.039262
0.0,23,19352.21577
0.0,23,19353.384231
0.0,23,19354.677145
0.0,23,19355.841645
0.0,23,19356.999386
0.0,21,19358.097348
0.0,23,19359.288219
0.0,21,19360.407332
0.0,23,19361.547181
2.0,98,19366.571004
1.0,71,19370.291309
1.0,72,19374.162209
1.0,74,19377.789185
0.0,23,19379.074477
0.0,23,19380.25659
1.0,51,19382.968711
0.0,23,19384.205696
0.0,23,19385.349307
0.0,23,19386.565326
2.0,119,19392.83158
1.0,72,19396.556706
0.0,23,19397.659247
0.0,21,19398.78626
0.0,23,19400.008832
0.0,21,19401.120117
0.0,23,19402.342623
0.0,23,19403.553044
0.0,21,19404.671352
0.0,23,19405.811736
1.0,72,19409.471764
0.0,23,19410.689914
0.0,23,19411.866619
0.0,21,19412.912181
0.0,23,19413.957304
0.0,23,19415.192438
0.0,21,19416.283988
0.0,21,19417.380852
1.0,69,19421.127907
1.0,51,19423.805902
2.0,100,19429.218122
0.0,21,19430.365243
1.0,71,19434.131455
0.0,21,19435.269543
0.0,23,19436.4612
0.0,21,19437.63178
3.0,167,19446.239794
0.0,23,19447.427495
0.0,23,19448.429755
0.0,23,19449.682811
0.0,23,19450.960687
0.0,21,19452.089855
0.0,23,19453.396419
0.0,21,19454.515008
0.0,23,19455.705975
0.0,21,19456.743744
2.0,96,19461.910078
0.0,21,19462.965772
0.0,23,19464.178808
0.0,23,19465.388363
0.0,23,19466.574415
0.0,23,19467.799489
0.0,23,19468.994791
0.0,23,19470.105535
2.0,98,19475.262301
0.0,21,19476.465565
1.0,71,19480.15428
0.0,23,19481.369169
1.0,52,19484.129007
0.0,23,19485.355748
1.0,69,19488.963114
0.0,23,19490.050256
0.0,21,19491.14436
0.0,23,19492.464355
0.0,23,19493.634717
0.0,23,19494.912313
0.0,21,19496.014076
1.0,50,19498.533202
1.0,49,19501.27706
0.0,23,19502.481756
2.0,119,19508.63658
0.0,21,19509.779194
1.0,72,19513.527182
0.0,21,19514.629069
0.0,23,19515.745585
0.0,23,19516.974245
0.0,23,19518.212296
2.0,99,19523.609176
0.0,23,19524.701246
0.0,23,19525.831771
0.0,23,19527.052048
0.0,23,19528.127017
0.0,23,19529.234335
0.0,21,19530.432127
0.0,23,19531.65384
1.0,51,19534.29725
0.0,23,19535.542558
0.0,21,19536.564601
0.0,23,19537.845195
0.0,23,19538.955674
0.0,23,19540.224285
0.0,23,19541.368738
0.0,23,19542.51551
0.0,23,19543.831729
0.0,23,19544.935486
0.0,21,19546.108717
0.0,23,19547.298255
0.0,23,19548.579519
0.0,23,19549.820068
2.0,98,19554.869261
1.0,71,19558.674347
0.0,23,19559.85061
1.0,72,19563.562432
0.0,23,19564.85549
0.0,23,19566.163131
0.0,23,19567.329218
0.0,21,19568.495274
0.0,21,19569.60987
0.0,23,19570.826149
0.0,23,19572.038552
0.0,23,19573.183523
0.0,23,19574.292801
2.0,96,19579.144737
0.0,23,19580.32795
2.0,101,19585.887376
0.0,23,19587.158545
0.0,23,19588.334231
0.0,23,19589.574009
0.0,23,19590.606268
0.0,23,19591.806078
0.0,21,19592.953233
0.0,23,19594.158488
1.0,51,19596.902791
0.0,21,19598.094725
0.0,23,19599.293804
0.0,23,19600.505672
0.0,23,19601.75877
0.0,23,19602.918026
1.0,67,19606.452684
0.0,23,19607.563733
0.0,23,19608.754503
0.0,23,19609.842597
0.0,23,19611.078345
0.0,21,19612.266368
0.0,23,19613.485636
1.0,69,19617.279851
1.0,72,19620.995275
0.0,23,19622.227898
0.0,21,19623.281422
0.0,23,19624.532978
0.0,23,19625.712931
0.0,23,19627.064977
0.0,23,19628.216089
0.0,21,19629.298276
0.0,23,19630.542284
0.0,23,19631.639797
0.0,23,19632.961817
0.0,23,19634.25174
0.0,21,19635.407123
2.0,98,19640.369334
1.0,71,19644.164091
1.0,72,19647.911687
0.0,23,19649.221871
2.0,104,19654.612691
0.0,23,19655.737139
0.0,23,19656.923755
0.0,23,19658.18932
0.0,21,19659.346473
0.0,23,19660.530557
0.0,23,19661.761147
2.0,98,19667.035511
1.0,71,19670.92943
0.0,21,19672.005289
1.0,72,19675.765301
1.0,69,19679.357315
2.0,100,19684.659875
0.0,23,19685.82575
0.0,23,19687.129049
0.0,23,19688.342985
0.0,23,19689.592198
0.0,23,19690.935433
0.0,23,19692.172505
0.0,21,19693.264238
0.0,21,19694.389971
0.0,23,19695.551736
0.0,23,19696.80256
2.0,98,19701.854612
1.0,71,19705.589431
0.0,21,19706.718387
0.0,23,19707.823724
2.0,96,19712.83106
0.0,23,19714.016356
0.0,23,19715.140935
1.0,69,19718.868762
0.0,23,19720.036575
2.0,96,19725.053307
0.0,21,19726.191639
0.0,21,19727.281845
0.0,23,19728.493383
0.0,23,19729.45356
0.0,21,19730.653819
0.0,23,19731.596422
0.0,21,19732.718027
0.0,23,19733.991688
0.0,23,19735.17757
0.0,23,19736.317398
0.0,21,19737.489705
0.0,23,19738.808543
0.0,23,19740.043919
0.0,23,19741.295871
0.0,23,19742.565506
0.0,23,19743.698003
0.0,23,19744.812965
0.0,23,19746.0221
0.0,23,19747.200423
1.0,72,19751.087102
0.0,23,19752.300319
0.0,21,19753.394404
0.0,23,19754.602926
0.0,23,19755.834532
0.0,21,19756.965304
0.0,21,19758.057239
0.0,23,19759.227577
0.0,23,19760.419083
2.0,98,19765.350897
1.0,71,19769.178029
1.0,72,19772.918399
1.0,74,19776.921065
1.0,53,19779.597325
0.0,23,19780.721638
0.0,21,19781.68363
2.0,96,19786.848068
0.0,23,19788.00789
0.0,23,19789.22688
0.0,23,19790.431908
0.0,23,19791.726366
0.0,21,19792.870147
0.0,23,19794.104533
0.0,23,19795.205643
2.0,121,19801.708665
0.0,23,19802.929049
1.0,51,19805.665374
1.0,72,19809.504256
1.0,71,19813.24836
0.0,23,19814.471437
0.0,21,19815.631682
0.0,21,19816.700054
0.0,23,19818.029381
0.0,23,19819.258456
0.0,23,19820.373503
2.0,96,19825.458456
0.0,21,19826.619202
0.0,23,19827.815182
0.0,23,19828.997251
0.0,23,19830.19762
0.0,23,19831.41387
0.0,23,19832.640469
0.0,23,19833.831209
0.0,21,19834.758514
2.0,98,19840.013337
1.0,71,19843.751668
0.0,23,19844.982431
1.0,72,19848.818291
0.0,21,19849.943451
0.0,23,19851.145658
0.0,23,19852.385792
0.0,23,19853.545181
0.0,23,19854.736471
0.0,23,19855.88379
0.0,23,19857.168468
0.0,23,19858.485203
0.0,21,19859.569293
1.0,69,19863.262987
0.0,23,19864.55837
0.0,23,19865.750255
0.0,21,19866.85061
0.0,21,19867.888368
1.0,68,19871.513969
0.0,23,19872.618804
0.0,23,19873.884574
0.0,23,19875.120144
0.0,23,19876.379522
0.0,23,19877.479702
0.0,21,19878.67523
0.0,23,19879.917566
0.0,21,19881.073377
0.0,21,19882.035257
0.0,23,19883.254569
0.0,23,19884.540659
1.0,69,19888.108487
1.0,72,19891.709087
0.0,23,19892.879421
1.0,71,19896.628446
0.0,21,19897.786069
0.0,23,19898.831737
0.0,21,19900.020415
0.0,23,19901.25753
0.0,23,19902.372017
0.0,23,19903.585398
0.0,23,19904.854829
0.0,23,19905.998991
0.0,21,19907.154015
0.0,23,19908.371507
0.0,23,19909.490316
0.0,23,19910.755424
0.0,21,19911.86076
0.0,21,19912.837519
0.0,21,19914.019091
0.0,23,19915.206996
0.0,23,19916.48412
0.0,23,19917.629948
0.0,21,19918.851532
0.0,21,19920.024957
2.0,96,19925.178232
0.0,23,19926.419976
0.0,23,19927.709106
0.0,21,19928.935903
0.0,23,19930.078197
1.0,51,19933.010845
0.0,23,19934.048632
0.0,21,19935.118396
0.0,21,19936.338885
1.0,68,19939.954102
0.0,23,19941.102015
0.0,23,19942.38935
2.0,99,19947.75665
0.0,21,19948.947055
0.0,23,19950.181987
0.0,23,19951.453139
0.0,23,19952.668134
2.0,98,19958.059769
1.0,71,19961.910424
0.0,21,19963.02831
1.0,72,19966.979116
0.0,23,19968.26501
0.0,23,19969.644139
0.0,21,19970.838936
0.0,21,19971.839625
1.0,51,19974.644122
0.0,23,19975.816581
1.0,51,19978.58298
0.0,21,19979.754967
0.0,23,19980.9805
1.0,67,19984.396379
0.0,23,19985.607735
0.0,23,19986.650298
0.0,23,19987.900135
0.0,23,19989.041137
0.0,23,19990.278244
0.0,23,19991.561287
0.0,23,19992.835648
1.0,69,19996.775447
0.0,23,19998.069168
0.0,23,19999.255521
0.0,23,20000.59127
0.0,23,20001.865958
0.0,23,20003.198673
0.0,23,20004.301275
0.0,23,20005.537292
0.0,23,20006.797763
0.0,23,20008.016935
0.0,23,20009.224901
0.0,23,20010.528786
0.0,23,20011.739884
2.0,98,20016.975352
1.0,71,20020.641238
0.0,21,20021.74863
1.0,72,20025.579185
1.0,74,20029.390363
2.0,98,20034.635111
1.0,71,20038.521099
1.0,72,20042.446777
1.0,74,20046.407115
0.0,21,20047.601894
0.0,23,20048.689774
0.0,21,20049.867696
0.0,23,20051.188398
0.0,23,20052.442613
0.0,23,20053.676865
0.0,23,20054.800529
0.0,23,20056.007287
2.0,96,20060.943216
0.0,23,20062.176158
0.0,23,20063.451716
0.0,23,20064.666455
0.0,21,20065.777069
1.0,68,20069.236542
0.0,23,20070.531005
0.0,23,20071.829828
0.0,23,20073.088364
0.0,23,20074.240929
0.0,23,20075.512657
0.0,23,20076.782871
0.0,23,20078.047649
0.0,23,20079.280024
1.0,49,20081.923893
0.0,23,20083.131223
0.0,21,20084.321757
0.0,23,20085.561863
0.0,23,20086.76469
0.0,23,20087.985025
0.0,21,20089.173558
0.0,23,20090.256111
0.0,21,20091.421239
0.0,23,20092.727976
0.0,23,20093.959709
0.0,23,20095.194792
0.0,23,20096.36592
0.0,21,20097.404729
1.0,70,20101.075672
0.0,23,20102.347897
0.0,21,20103.398715
0.0,23,20104.545635
0.0,23,20105.748276
2.0,98,20111.077822
0.0,21,20112.263662
1.0,71,20116.173091
2.0,126,20122.951397
0.0,23,20124.040104
2.0,98,20128.984393
1.0,71,20132.800058
1.0,72,20136.509762
0.0,23,20137.773177
2.0,121,20144.326418
0.0,23,20145.358008
0.0,23,20146.686994
0.0,23,20147.999528
0.0,21,20149.103054
0.0,23,20150.207462
0.0,23,20151.58274
0.0,23,20152.83465
0.0,23,20154.070665
1.0,71,20157.85326
0.0,21,20158.977009
0.0,23,20160.251606
0.0,23,20161.465904
2.0,96,20166.619162
2.0,82,20171.029548
0.0,23,20172.320899
0.0,23,20173.61184
0.0,23,20174.750857
0.0,23,20176.06057
